,Date,NERC,Area,Disturbance,Loss,Affected Customers,Restoration Date
215,2005-07-23 00:00:00,MAAC,Washington,Severe Thunderstorms,934.50917171065,55118.0,2005-07-26 00:00:00
216,2005-07-27 00:00:00,MAAC,Pennsylvania,Severe Thunderstorms,116.81364646383125,93837.0,2005-07-28 00:00:00
217,2005-07-27 00:00:00,MAAC,Washington,Severe Thunderstorm,934.50917171065,64943.0,2005-07-30 00:00:00
218,2005-07-27 00:00:00,MAAC,Maryland,Severe Thunderstorms,586.8717598342881,87600.0,2005-07-29 00:00:00
219,2005-07-28 00:00:00,SERC,South Carolina,Severe Thunderstorm,300.0,52200.0,2005-08-01 00:00:00
223,2005-08-20 00:00:00,ECAR,Arkansas,Severe Thunderstorms,650.0,50797.0,2005-08-20 00:00:00
235,2005-09-13 00:00:00,MAIN,Wisconsin,Severe Storm,600.0,110000.0,2005-09-16 00:00:00
238,2005-09-22 00:00:00,ECAR,Michigan,Severe Thunderstorm,366.0,53000.0,2005-09-26 00:00:00
254,2005-11-06 00:00:00,ECAR,Michigan,Severe Thunderstorm,212.0,118000.0,2005-11-11 00:00:00
256,2005-11-12 00:00:00,ECAR,Michigan,Severe Thunderstorm,408.0,272355.0,2005-11-14 00:00:00
257,2005-12-15 00:00:00,SERC,South Carolina,Ice Storm,3500.0,683000.0,2005-12-21 00:00:00
258,2005-12-15 00:00:00,SERC,Georgia,Ice Storm,75.0,52659.0,2005-12-16 00:00:00
259,2005-12-31 00:00:00,WECC,California,Severe Storms,800.0,1667316.0,2006-01-05 00:00:00
260,2006-01-14 00:00:00,RFC,Pennsylvania,High Winds,118.61746649294714,142315.0,2006-01-16 17:30:00
261,2006-01-18 00:00:00,NPCC,Maine,Severe Storm,75.0,63000.0,2006-01-18 18:34:00
271,2006-02-17 00:00:00,NPCC,New York,Severe Weather,250.0,200000.0,2006-02-17 12:00:00
274,2006-03-09 00:00:00,SERC,Texas,Severe Weather,2963.668405011457,73000.0,2006-03-09 22:00:00
275,2006-03-12 00:00:00,RFC,Illinois,Severe Weather,200.0,65400.0,2006-03-14 12:00:00
289,2006-05-25 00:00:00,RFC,Ohio,Severe Weather,800.0,210000.0,2006-05-27 09:00:00
291,2006-06-01 00:00:00,RFC,Pennsylvania,Severe Weather,118.61746649294714,111555.0,2006-06-03 09:00:00
292,2006-06-01 00:00:00,RFC,Maryland,Severe Thunderstorms,335.0,70000.0,2006-06-03 14:00:00
293,2006-06-11 00:00:00,SERC,North Carolina,Severe Thunderstorm,70.0,72000.0,2006-06-11 21:00:00
294,2006-06-22 00:00:00,RFC,Ohio,Severe Thunderstorms,750.0,195000.0,2006-06-27 23:00:00
295,2006-07-02 00:00:00,RFC,Virginia,Severe Thunderstorms,300.0,75000.0,2006-07-03 00:31:00
296,2006-07-04 00:00:00,SERC,Virginia,Severe Thunderstorms,335.0,67000.0,2006-07-04 20:18:00
307,2006-07-27 00:00:00,RFC,Pennsylvania,Severe Thunderstorms,118.61746649294714,167564.0,2006-07-29 21:36:00
309,2006-08-01 00:00:00,RFC,Ohio,Made Public Appeals,90.0,205199.87234042553,2006-08-01 20:30:00
314,2006-08-07 00:00:00,RFC,Oklahoma,Made Public Appeals,75.0,151166.32151956751,2006-08-07 18:00:00
315,2006-08-10 00:00:00,WECC,Oregon,Severe Thunderstorm,17.359215826019042,65000.0,2006-08-12 12:00:00
323,2006-09-28 00:00:00,SERC,Virginia,Severe Thunderstorms,84.0,56500.0,2006-09-28 22:10:00
324,2006-10-02 00:00:00,RFC,Illinois,Severe Thunderstorms,35.94266045040961,471932.0,2006-10-03 18:00:00
331,2006-10-20 00:00:00,RFC,Pennsylvania,High Winds,118.61746649294714,90000.0,2006-10-22 17:00:00
334,2006-11-15 00:00:00,WECC,Washington,High Winds,50.0,50000.0,2006-11-19 02:35:00
335,2006-11-15 00:00:00,SERC,Georgia,Severe Weather,363.0,109000.0,2006-11-15 17:00:00
337,2006-11-30 00:00:00,MRO,Missouri,Ice Storm,173.84885139533284,550000.0,2006-12-09 18:00:00
338,2006-12-01 00:00:00,RFC,Ohio,Wind Storm,358.3345594163688,59106.0,2006-12-02 06:00:00
340,2006-12-13 00:00:00,WECC,Washington,Wind Storm,271.4139681316148,700000.0,2006-12-28 23:59:00
341,2006-12-14 00:00:00,WECC,Washington,Wind Storm,750.0,175000.0,2006-12-15 08:00:00
342,2006-12-14 00:00:00,WECC,Washington,Wind Storm,360.0,172060.0,2006-12-20 22:00:00
343,2006-12-14 00:00:00,WECC,Washington,Wind Storm,258.0,24.0,2006-12-31 14:34:00
345,2006-12-14 00:00:00,WECC,Washington,High Winds,280.0,75000.0,2006-12-16 16:00:00
346,2006-12-14 00:00:00,WECC,Washington,High Winds,271.4139681316148,249500.0,2006-12-17 20:00:00
348,2006-12-26 00:00:00,WECC,California,Severe Weather,420.0,850068.0,2006-12-31 09:13:00
350,2006-12-30 00:00:00,MRO,Nebraska,Severe Weather,71.21943582300112,15000.0,2006-01-06 14:25:00
351,2007-01-05 00:00:00,PR,Island of Puerto Rico,Voltage Reduction,383.9983141938307,89843.63636363637,2007-01-05 11:13:00
352,2007-01-13 00:00:00,MRO,Missouri,Ice Storm,176.31141657921407,225000.0,2007-01-19 12:00:00
353,2007-01-13 00:00:00,RFC,Michigan,Ice Storm,500.0,129607.0,2007-01-19 16:00:00
356,2007-02-13 00:00:00,RFC,Maryland,Winter Storm,400.0,155183.0,2007-02-17 05:30:00
357,2007-02-24 00:00:00,MRO,Iowa,Ice Storm,210.0,75000.0,2007-03-04 00:57:00
358,2007-02-24 00:00:00,MRO,Iowa,Ice Storm,400.0,140000.0,2007-02-24 23:47:00
359,2007-02-24 00:00:00,RFC,Iowa,Ice Storm,750.0,215000.0,2007-02-25 00:47:00
360,2007-02-28 00:00:00,WECC,California,Winter Storm,110.0,671189.0,2007-03-02 20:45:00
362,2007-03-31 00:00:00,ERCOT,Texas,Severe Thunderstorms,179.0,67000.0,2007-03-31 19:00:00
364,2007-04-12 00:00:00,WECC,California,High Winds,200.0,158977.0,2007-04-12 21:02:00
366,2007-04-14 00:00:00,NPCC,Rhode Island,High Winds,106.10259222514361,70000.0,2007-04-14 11:00:00
367,2007-04-16 00:00:00,NPCC,New Hampshire,Severe Thunderstorms,41.60597355790024,102568.0,2007-04-16 19:00:00
370,2007-04-16 00:00:00,RFC,Maryland,Severe Thunderstorms,160.0,138000.0,2007-04-18 17:00:00
371,2007-04-16 00:00:00,SERC,Virginia,High Winds,90.0,242000.0,2007-04-16 19:03:00
372,2007-05-02 00:00:00,ERCOT,Texas,Severe Storms,86.90935296909045,300000.0,2007-05-03 20:00:00
375,2007-05-15 00:00:00,RFC,Michigan,Severe Thunderstorms,500.0,66000.0,2007-05-17 07:00:00
376,2007-05-16 00:00:00,NPCC,Connecticut,Severe Storm,107.0321209084061,67000.0,2007-05-19 05:00:00
379,2007-06-05 00:00:00,WECC,Oregon,Load Shedding,424.0,80000.0,2007-06-05 11:51:00
384,2007-07-05 00:00:00,RFC,Michigan,Severe Storm,389.7851298816305,69000.0,2007-07-08 07:00:00
388,2007-07-18 00:00:00,RFC,Illinois,Severe Weather,300.0,135000.0,2007-07-19 02:00:00
394,2007-08-09 00:00:00,RFC,Pennsylvania,Severe Thunderstorms,90.0,55000.0,2007-08-09 16:11:00
396,2007-08-13 00:00:00,SERC,Missouri,Severe Thunderstorm,82.32797873704556,63000.0,2007-08-14 00:00:00
398,2007-08-16 00:00:00,SERC,Virginia,Severe Weather,200.0,93300.0,2007-08-17 22:49:00
399,2007-08-19 00:00:00,SERC,Virginia,Severe Thunderstorms,100.0,58500.0,2007-08-20 01:10:00
400,2007-08-23 00:00:00,RFC,Illinois,Severe Storms,35.94266045040961,629590.0,2007-08-28 22:49:00
401,2007-08-24 00:00:00,RFC,Michigan,Severe Storm,389.7851298816305,75000.0,2007-08-28 06:30:00
410,2007-09-17 00:00:00,RFC,Indiana,Electrical System Separation,50.0,9600.0,2007-09-17 19:48:00
415,2007-10-18 00:00:00,WECC,Washington,High Winds,271.4139681316148,160000.0,2007-10-22 11:36:00
420,2007-10-26 00:00:00,WECC,California,Load Shedding,240.0,104000.0,2007-10-26 10:43:00
423,2007-12-04 00:00:00,PR,Island of Puerto Rico,Voltage Reduction,383.9983141938307,89843.63636363637,2007-12-04 17:53:00
424,2007-12-10 00:00:00,SPP,Oklahoma,Ice Storm,124.69022376824957,256663.0,2007-12-19 08:00:00
425,2007-12-11 00:00:00,MRO,Kansas,Ice Storm,500.0,95000.0,2007-12-20 15:30:00
426,2007-12-11 00:00:00,PR,Island of Puerto Rico,Voltage Reduction,383.9983141938307,89843.63636363637,2007-12-11 21:22:00
428,2007-12-23 00:00:00,RFC,Michigan,Winter Storm,50.0,134288.0,2007-12-25 18:07:00
429,2008-01-04 00:00:00,WECC,California,Winter Storm,500.0,2606931.0,2008-01-14 17:00:00
432,2008-01-29 00:00:00,SERC,Mississippi,Severe Thunderstorms,453.3753940828816,110000.0,2008-02-03 08:00:00
435,2008-01-30 00:00:00,NPCC,New York,High Winds,50.0,54316.0,2008-02-01 14:50:00
438,2008-02-05 00:00:00,SERC,Kentucky,Severe Weather,40.01083712953746,76000.0,2008-02-06 03:00:00
439,2008-02-06 00:00:00,SERC,Tennessee,Severe Weather,251.62413084738048,57000.0,2008-02-06 11:00:00
440,2008-02-09 00:00:00,WECC,California,Electrical System Separation,492.8332770163392,58512.31137724551,2008-02-09 15:33:00
441,2008-02-10 00:00:00,RFC,West Virginia,Severe Weather,412.0,100969.0,2008-02-12 20:43:00
442,2008-02-10 00:00:00,RFC,West Virginia,High Winds,142.51264868587413,212560.0,2008-02-10 23:36:00
443,2008-02-10 00:00:00,RFC,West Virginia,High Winds,142.51264868587413,97342.0,2008-02-14 17:05:00
445,2008-02-10 00:00:00,SERC,North Carolina,High Winds,300.0,50718.0,2008-02-11 04:00:00
446,2008-02-12 00:00:00,SERC,Mississippi,Severe Weather,453.3753940828816,54000.0,2008-02-15 17:00:00
447,2008-02-13 00:00:00,NPCC,Maine,Ice Storm,50.0,50462.0,2008-02-14 12:00:00
448,2008-02-14 00:00:00,WECC,Utah,Load Shedding,2818.0,74031.0,2008-02-14 10:46:00
449,2008-02-15 00:00:00,WECC,California,Electrical System Separation,10.0,10008.0,2008-02-15 19:36:00
451,2008-02-26 00:00:00,SERC,Georgia,Thunderstorms,484.0,145380.0,2008-02-26 15:00:00
457,2008-03-04 00:00:00,SERC,South Carolina,Thunderstorms,300.0,55267.0,2008-03-04 22:45:00
459,2008-03-08 00:00:00,RFC,Pennsylvania,Severe Weather,118.61746649294714,168449.0,2008-03-10 13:44:00
461,2008-04-04 00:00:00,SERC,Mississippi,Severe Thunderstorms,453.3753940828816,122600.0,2008-04-04 17:00:00
462,2008-04-09 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,488689.0,2008-04-13 01:15:00
463,2008-05-08 00:00:00,WECC,California,Load Shedding,483.0,58512.31137724551,2008-05-08 00:56:00
464,2008-05-11 00:00:00,SERC,Georgia,Severe Thunderstorms,100.0,80539.0,2008-05-12 14:30:00
466,2008-05-12 00:00:00,RFC,New Jersey,Severe Storm,55.0,135000.0,2008-05-14 00:00:00
468,2008-05-30 00:00:00,RFC,Illinois,Severe Storms,35.94266045040961,109000.0,2008-05-30 23:00:00
470,2008-05-30 00:00:00,RFC,Indiana,Severe Thunderstorms,122.62095345946172,70000.0,2008-06-04 23:59:00
471,2008-06-03 00:00:00,RFC,West Virginia,Severe Weather,634.0,157168.0,2008-06-07 23:00:00
474,2008-06-04 00:00:00,SERC,Virginia,Thunderstorms,850.0,253800.0,2008-06-05 21:30:00
478,2008-06-08 00:00:00,RFC,Michigan,Severe Storm,500.0,150000.0,2008-06-16 23:30:00
481,2008-06-10 00:00:00,NPCC,New York,Severe Storm,400.0,68000.0,2008-06-13 17:30:00
483,2008-06-10 00:00:00,RFC,New Jersey,Severe Storms,86.11861443918144,248800.0,2008-06-14 11:30:00
484,2008-06-10 00:00:00,RFC,Pennsylvania,Severe Thunderstorms,118.61746649294714,198000.0,2008-06-14 15:59:00
489,2008-06-15 00:00:00,RFC,Indiana,Electrical System Separation,57.0,9700.0,2008-06-15 20:42:00
490,2008-06-16 00:00:00,SERC,Virginia,Thunderstorms,8001000000.0,115000.0,2008-06-16 23:19:00
491,2008-06-17 00:00:00,TRE,Texas,Severe Thunderstorms,227.61758764334965,234393.0,2008-06-19 20:30:00
498,2008-06-26 00:00:00,RFC,Michigan,Thunderstorms,389.7851298816305,53000.0,2008-06-26 21:30:00
501,2008-07-02 00:00:00,RFC,Michigan,Severe Weather,125.0,239663.0,2008-07-06 12:00:00
505,2008-07-02 00:00:00,RFC,Michigan,Thunderstorms,389.7851298816305,56000.0,2008-07-03 03:00:00
509,2008-07-22 00:00:00,RFC,Indiana,Severe Thunderstorms,122.62095345946172,58000.0,2008-07-24 19:32:00
510,2008-07-22 00:00:00,RFC,Ohio,Severe Thunderstorms,358.3345594163688,56000.0,2008-07-23 03:30:00
514,2008-08-02 00:00:00,SERC,Georgia,Severe Thunderstorms,400.0,131115.0,2008-08-03 05:30:00
515,2008-08-03 00:00:00,SERC,Texas,Severe Thunderstorms,2963.668405011457,59500.0,2008-08-03 04:15:00
517,2008-08-05 00:00:00,RFC,Indiana,Severe Storms,122.62095345946172,63000.0,2008-08-05 09:50:00
543,2008-09-14 00:00:00,RFC,Kentucky,High Winds,70.0,18000.0,2008-09-21 17:00:00
546,2008-09-14 00:00:00,RFC,Ohio,Wind Storm,358.3345594163688,650000.0,2008-09-20 23:00:00
547,2008-09-14 00:00:00,RFC,Pennsylvania,Wind Storm,72.0,124596.0,2008-09-19 12:38:00
548,2008-09-14 00:00:00,RFC,Ohio,Wind Storm,469.0,564728.0,2008-09-22 17:11:00
549,2008-09-14 00:00:00,RFC,Ohio,Wind Storm,430.0,245164.0,2008-09-22 03:20:00
553,2008-09-30 00:00:00,WECC,California,Electrical System Separation,30.0,10000.0,2008-09-30 14:05:00
554,2008-10-02 00:00:00,SERC,Louisiana,Load Shedding,200.0,25521.73846153846,2008-10-02 09:50:00
555,2008-10-25 00:00:00,NPCC,Connecticut,Severe Storm,107.70567308791145,52000.0,2008-10-27 07:00:00
556,2008-11-07 00:00:00,WECC,California,Load Shedding,250.0,140000.0,2008-11-07 11:54:00
557,2008-11-07 00:00:00,WECC,California,Load Shedding,430.0,400000.0,2008-11-07 11:54:00
564,2008-12-11 00:00:00,NPCC,New York,Ice Storm,218.33384717844993,60000.0,2008-12-15 00:00:00
566,2008-12-12 00:00:00,NPCC,New York,Ice Storm,200.0,190000.0,2008-12-19 13:24:00
567,2008-12-12 00:00:00,NPCC,Maine,Ice Storm,5.698226656772256,169757.0,2008-12-14 09:52:00
569,2008-12-19 00:00:00,WECC,California,Electrical System Separation,1.0,638.0,2008-12-19 06:17:00
570,2008-12-19 00:00:00,RFC,Ohio,Ice Storm,358.3345594163688,140000.0,2008-12-22 12:00:00
571,2008-12-19 00:00:00,RFC,Indiana,Ice Storm,122.62095345946172,50000.0,2008-12-20 08:20:00
572,2008-12-26 00:00:00,WECC,California,Load Shedding,110.0,50000.0,2008-12-26 15:34:00
574,2008-12-27 00:00:00,RFC,Michigan,Wind Storm,389.7851298816305,247847.0,2008-01-01 23:30:00
575,2008-12-28 00:00:00,RFC,Michigan,Wind Storm,389.7851298816305,210517.0,2008-12-31 18:00:00
576,2008-12-28 00:00:00,RFC,Michigan,Wind Storm,389.7851298816305,230000.0,2008-12-28 23:30:00
578,2009-01-05 00:00:00,TRE,Texas,Severe Storm,227.61758764334965,157019.0,2009-01-06 18:00:00
579,2009-01-07 00:00:00,SERC,South Carolina,High Winds,300.0,70000.0,2009-01-07 20:05:00
581,2009-01-17 00:00:00,RFC,Indiana,Fuel Supply Deficiency,122.62095345946172,56684.03571428572,2009-01-25 08:00:00
583,2009-01-27 00:00:00,RFC,Kentucky,Ice Storm,34.01613385026766,383000.0,2009-01-29 16:30:00
585,2009-01-27 00:00:00,SERC,Kentucky,Ice Storm,350.0,3.0,2009-02-04 19:30:00
586,2009-01-27 00:00:00,SERC,Missouri,Winter Storm,200.0,62500.0,2009-01-30 18:00:00
587,2009-01-27 00:00:00,SERC,Arkansas,Ice Storm,47.25946382651001,111818.0,2009-02-03 17:00:00
589,2009-01-27 00:00:00,SERC,Arkansas,Ice Storm,600.0,215700.0,2009-01-29 06:00:00
591,2009-01-28 00:00:00,RFC,Missouri,Winter Storm,300.0,1.0,2009-01-30 21:20:00
592,2009-01-28 00:00:00,RFC,Ohio,Winter Storm,358.3345594163688,230300.0,2009-02-13 08:03:00
593,2009-01-28 00:00:00,RFC,Kentucky,Ice Storm,21.0,3500.0,2009-02-07 17:00:00
594,2009-01-28 00:00:00,RFC,Indiana,Ice Storm,506.0,75000.0,2009-02-05 18:00:00
596,2009-01-28 00:00:00,SERC,Tennessee,Ice Storm,251.62413084738048,109527.0,2009-02-05 08:00:00
598,2009-02-11 00:00:00,TRE,Texas,High Winds,350.0,64801.0,2009-02-11 12:00:00
599,2009-02-11 00:00:00,RFC,West Virginia,Severe Thunderstorms,142.51264868587413,279813.0,2009-02-13 17:00:00
600,2009-02-11 00:00:00,RFC,West Virginia,Severe Thunderstorms,142.51264868587413,374644.0,2009-02-16 20:10:00
601,2009-02-11 00:00:00,RFC,Kentucky,Severe Thunderstorms,34.01613385026766,78000.0,2009-02-12 11:00:00
602,2009-02-11 00:00:00,RFC,Ohio,Severe Thunderstorms,350.0,63000.0,2009-02-12 12:00:00
603,2009-02-12 00:00:00,RFC,Ohio,High Winds,168.0,184000.0,2009-02-12 06:00:00
604,2009-02-12 00:00:00,RFC,Pennsylvania,High Winds,130.0,132000.0,2009-02-15 22:00:00
605,2009-02-13 00:00:00,RFC,Ohio,High Winds,168.0,184000.0,2009-02-15 03:00:00
610,2009-03-01 00:00:00,SERC,Virginia,Winter Storm,210.0,217000.0,2009-03-03 18:00:00
614,2009-04-06 00:00:00,RFC,Michigan,Winter Storm,75.0,70793.0,2009-04-08 12:00:00
615,2009-04-10 00:00:00,SERC,Georgia,Severe Thunderstorms,162.0,56679.0,2009-04-11 02:30:00
622,2009-05-08 00:00:00,SERC,Missouri,Severe Thunderstorm,266.0,83000.0,2009-05-08 09:00:00
623,2009-05-08 00:00:00,SERC,Illinois,Severe Thunderstorm,300.0,68800.0,2009-05-14 23:20:00
625,2009-06-05 00:00:00,WECC,California,Electrical System Separation,1.0,70.0,2009-06-05 20:18:00
626,2009-06-09 00:00:00,RFC,Maryland,Severe Thunderstorms,60.0,85091.0,2009-06-11 05:00:00
627,2009-06-10 00:00:00,TRE,Texas,Severe Storms,227.61758764334965,800000.0,2009-06-14 10:00:00
628,2009-06-12 00:00:00,SERC,Tennessee,Severe Storm,860.0,136000.0,2009-06-12 18:53:00
629,2009-06-12 00:00:00,SERC,Mississippi,Severe Thunderstorms,453.3753940828816,81645.0,2009-06-15 23:59:00
630,2009-06-12 00:00:00,SERC,Georgia,Severe Thunderstorm,290.0,102000.0,2009-06-13 18:00:00
632,2009-06-19 00:00:00,RFC,Michigan,Severe Storm,75.0,99000.0,2009-06-21 23:00:00
634,2009-06-24 00:00:00,SERC,Louisiana,Made Public Appeals,120.93986388353828,25521.73846153846,2009-06-24 22:00:00
637,2009-06-26 00:00:00,RFC,Ohio,Severe Thunderstorms,327.0,85000.0,2009-06-27 09:00:00
638,2009-06-26 00:00:00,NPCC,Connecticut,Severe Thunderstorms,109.793295762001,50752.0,2009-06-29 09:00:00
639,2009-07-02 00:00:00,NPCC,Maine,Electrical System Separation,5.698226656772256,16419.975609756097,2009-07-03 01:25:00
640,2009-07-07 00:00:00,TRE,Texas,Made Public Appeals,227.61758764334965,75034.07073954983,2009-07-07 19:00:00
642,2009-07-14 00:00:00,SPP,Louisiana,Made Public Appeals,44.8564402421112,97457.03215993047,2009-07-14 18:00:00
643,2009-07-15 00:00:00,SPP,Louisiana,Made Public Appeals,44.8564402421112,99108.84626433607,2009-07-15 18:00:00
644,2009-07-16 00:00:00,SPP,Louisiana,Made Public Appeals,44.8564402421112,100788.65721796888,2009-07-16 18:00:00
651,2009-08-04 00:00:00,RFC,Ohio,Thunderstorms,50.0,63700.0,2009-08-08 21:00:00
654,2009-08-09 00:00:00,RFC,Michigan,Severe Thunderstorms,389.7851298816305,58156.0,2009-08-10 09:59:00
657,2009-08-29 00:00:00,MRO,South Dakota,Electrical System Separation,373.0,18.0,2009-08-29 14:01:00
658,2009-08-29 00:00:00,RFC,South Dakota,Electrical System Separation,84.0,151578.2188534083,2009-08-29 23:53:00
659,2009-08-31 00:00:00,WECC,California,Made Public Appeals,492.8332770163392,58512.31137724551,2009-08-31 00:00:00
660,2009-10-07 00:00:00,RFC,Michigan,Severe Storms,389.7851298816305,75000.0,2009-10-09 23:00:00
662,2009-10-09 00:00:00,SERC,Louisiana,Winter Storm,120.93986388353828,56000.0,2009-10-11 16:00:00
669,2009-12-08 00:00:00,WECC,Arizona,Severe Weather,140.56575457814358,140000.0,2009-12-10 11:00:00
671,2009-12-09 00:00:00,RFC,Ohio,Severe Weather,358.3345594163688,48102.0,2009-12-10 06:30:00
672,2009-12-10 00:00:00,RFC,Michigan,Severe Weather,389.7851298816305,65562.0,2009-12-12 08:00:00
673,2009-12-18 00:00:00,RFC,West Virginia,Severe Weather,142.51264868587413,403913.0,2009-12-25 21:30:00
674,2009-12-18 00:00:00,SERC,North Carolina,Severe Weather,294.72639258283976,47000.0,2009-12-19 23:15:00
675,2010-01-06 00:00:00,SERC,Louisiana,Made Public Appeals,120.93986388353828,25521.73846153846,2010-01-08 18:00:00
677,2010-01-18 00:00:00,WECC,California,Severe Storm,290.0,1700000.0,2010-01-28 08:00:00
680,2010-01-20 00:00:00,WECC,California,Severe Storm,492.8332770163392,147223.0,2010-01-24 18:10:00
681,2010-01-28 00:00:00,SPP,Oklahoma,Ice Storm,124.69022376824957,68705.0,2010-02-02 12:00:00
684,2010-02-05 00:00:00,SERC,South Carolina,Winter Storm,500.0,74000.0,2010-02-07 17:00:00
686,2010-02-05 00:00:00,RFC,Pennsylvania,Winter Storm,118.61746649294714,57000.0,2010-02-12 12:00:00
687,2010-02-05 00:00:00,RFC,Virginia,Winter Storm,333.3082712434652,102225.0,2010-02-07 02:38:00
688,2010-02-06 00:00:00,SERC,Virginia,Winter Storm,600.0,104736.0,2010-02-07 07:00:00
690,2010-02-09 00:00:00,RFC,Pennsylvania,Winter Storm,118.61746649294714,223000.0,2010-02-14 16:00:00
691,2010-02-11 00:00:00,TRE,Texas,Winter Storm,227.61758764334965,500000.0,2010-02-15 21:00:00
692,2010-02-12 00:00:00,SPP,Texas,Winter Storm,16.8211650907917,52999.0,2010-02-12 17:00:00
693,2010-02-14 00:00:00,RFC,Pennsylvania,Winter Storm,900.0,190000.0,2010-02-14 12:00:00
695,2010-02-23 00:00:00,NPCC,New York,Winter Storm,218.33384717844993,150000.0,2010-02-25 16:00:00
696,2010-02-25 00:00:00,NPCC,New York,Winter Storm,218.33384717844993,65000.0,2010-02-26 21:00:00
697,2010-02-25 00:00:00,NPCC,New York,Winter Storm,218.33384717844993,55000.0,2010-03-02 19:00:00
698,2010-02-25 00:00:00,NPCC,New Hampshire,Winter Storm,510.0,509606.0,2010-03-01 16:40:00
707,2010-04-16 00:00:00,RFC,Pennsylvania,Severe Thunderstorms,15.0,120000.0,2010-04-18 17:00:00
710,2010-05-02 00:00:00,SERC,Tennessee,Thunderstorms,251.62413084738048,50500.0,2010-05-09 19:30:00
717,2010-06-08 00:00:00,TRE,Texas,Thunderstorms,227.61758764334965,79741.0,2010-06-08 17:00:00
724,2010-06-17 00:00:00,MRO,Montana,Electrical System Separation,178.08307933051054,46515.88163823841,2010-06-17 11:02:00
725,2010-06-18 00:00:00,RFC,Indiana,Thunderstorms,122.62095345946172,94345.0,2010-06-20 00:30:00
727,2010-06-18 00:00:00,RFC,Michigan,Thunderstorms,389.7851298816305,100000.0,2010-06-19 05:00:00
728,2010-06-18 00:00:00,RFC,Michigan,Severe Weather,389.7851298816305,79000.0,2010-06-21 10:45:00
733,2010-06-23 00:00:00,RFC,Indiana,Thunderstorms,122.62095345946172,53000.0,2010-06-24 02:21:00
734,2010-06-24 00:00:00,RFC,New Jersey,Thunderstorms,86.11861443918144,150000.0,2010-06-29 12:00:00
735,2010-06-24 00:00:00,RFC,Pennsylvania,Thunderstorms,118.61746649294714,355000.0,2010-06-29 23:59:00
736,2010-06-25 00:00:00,WECC,California,Electrical System Separation,492.8332770163392,58512.31137724551,2010-06-26 01:38:00
739,2010-07-15 00:00:00,RFC,Michigan,Severe Weather,540.0,127534.0,2010-07-19 23:30:00
741,2010-07-21 00:00:00,NPCC,Connecticut,Thunderstorms,114.64200172162774,50100.0,2010-07-21 20:00:00
742,2010-07-23 00:00:00,WECC,Utah,Made Public Appeals,131.05445040885473,9238.970149253732,2010-07-24 23:55:00
743,2010-07-23 00:00:00,RFC,Michigan,Severe Weather,400.0,82000.0,2010-07-26 18:30:00
744,2010-07-25 00:00:00,RFC,Washington,Severe Weather,263.2020982498055,297700.0,2010-07-30 23:30:00
745,2010-07-25 00:00:00,RFC,Maryland,Severe Weather,480.0,124000.0,2010-07-27 18:00:00
746,2010-07-25 00:00:00,SERC,Virginia,Severe Weather,318171010.60976845,81000.0,2010-07-25 20:06:00
747,2010-07-29 00:00:00,SERC,Virginia,Thunderstorms,318171010.60976845,55000.0,2010-07-29 20:07:00
751,2010-08-02 00:00:00,SERC,Louisiana,Made Public Appeals,120.93986388353828,25521.73846153846,2010-08-04 11:00:00
752,2010-08-02 00:00:00,SERC,Louisiana,Made Public Appeals,120.93986388353828,25521.73846153846,2010-08-04 11:00:00
753,2010-08-02 00:00:00,SERC,Louisiana,Made Public Appeals,120.93986388353828,25521.73846153846,2010-08-04 11:00:00
754,2010-08-02 00:00:00,SPP,Louisiana,Made Public Appeals,44.8564402421112,102496.93954369717,2010-08-04 11:00:00
755,2010-08-04 00:00:00,SPP,Texas,Made Public Appeals,16.8211650907917,45966.53846153846,2010-08-04 22:00:00
756,2010-08-04 00:00:00,RFC,West Virginia,Thunderstorms,60.0,11186.0,2010-08-07 00:00:00
757,2010-08-04 00:00:00,RFC,West Virginia,Severe Weather,142.51264868587413,37000.0,2010-08-06 04:00:00
758,2010-08-05 00:00:00,RFC,Maryland,Thunderstorms,306.0621371704791,76729.0,2010-08-05 22:00:00
759,2010-08-05 00:00:00,RFC,Virginia,Thunderstorms,333.3082712434652,145157.0,2010-08-08 00:00:00
761,2010-08-11 00:00:00,RFC,Ohio,Severe Weather,358.3345594163688,57000.0,2010-08-11 12:12:00
762,2010-08-12 00:00:00,RFC,Maryland,Severe Weather,306.0621371704791,101003.0,2010-08-12 21:00:00
763,2010-08-12 00:00:00,SPP,Nebraska,Made Public Appeals,65.0,104234.17580714967,2010-08-12 11:00:00
764,2010-08-12 00:00:00,MRO,Wisconsin,Made Public Appeals,30.0,7600.0,2010-08-12 22:10:00
765,2010-08-19 00:00:00,RFC,Michigan,Severe Weather,340.0,80000.0,2010-08-23 15:30:00
766,2010-08-23 00:00:00,TRE,Texas,Severe Weather,746.0,81586.0,2010-08-24 09:30:00
767,2010-09-01 00:00:00,WECC,California,Electrical System Separation (Islanding),31.0,15000.0,2010-09-01 12:44:00
770,2010-09-21 00:00:00,RFC,Michigan,Thunderstorms,389.7851298816305,138000.0,2010-09-22 14:30:00
772,2010-09-22 00:00:00,RFC,Pennsylvania,Thunderstorms,156.0,52000.0,2010-09-26 00:00:00
773,2010-09-22 00:00:00,RFC,Pennsylvania,Thunderstorms,389.0,82861.0,2010-09-24 23:30:00
